Date,Returns_DAX,Returns_FTSE 100,Returns_CAC 40,Returns_RTSI,Returns_IBEX 35,Returns_AEX,Returns_SMI,Returns_OMXS30,Returns_WIG20,Returns_BEL 20,Returns_ATX,Returns_Oslo OBX,Returns_TA 35,Returns_OMXC20,Returns_ISEQ Overall,Returns_	FTSE/Athex 20,Returns_FTSE Czech Republic,Returns_Budapest SE,Returns_SAX,Volatility_DAX,Volatility_FTSE 100,Volatility_CAC 40,Volatility_RTSI,Volatility_IBEX 35,Volatility_AEX,Volatility_SMI,Volatility_OMXS30,Volatility_WIG20,Volatility_BEL 20,Volatility_ATX,Volatility_Oslo OBX,Volatility_TA 35,Volatility_OMXC20,Volatility_ISEQ Overall,Volatility_	FTSE/Athex 20,Volatility_FTSE Czech Republic,Volatility_Budapest SE,Volatility_SAX,Classification_1D_Europe
2015-04-20,-0.008953308281018738,-0.0011790899982722645,-0.007087950627527055,-0.06408647562395896,-0.01975164553558254,-0.0072629185756252854,-0.016617421794183095,-0.007509213995331243,0.0006747867590579913,-0.008626452357182682,-0.010180718795978183,-0.014338428414312196,-0.004070396644831663,-0.0019641273328708424,-0.013881260716085628,-0.03756912575368709,0.00036337209702159366,-0.011841698202489028,0.00020079111767557542,8.01617291749587e-05,1.3902532240256886e-06,5.023904409826117e-05,0.004107076357900286,0.0003901275013632976,5.2749986236162825e-05,0.0002761387070857913,5.6388294827678604e-05,4.553371701999876e-07,7.441568027074266e-05,0.00010364703520278346,0.00020559052939235535,1.6568128846256863e-05,3.857796179730329e-06,0.0001926893990679421,0.0014114392098963542,1.3203928089387047e-07,0.0001402258163188319,4.0317072937406776e-08,0
2015-04-21,0.004000594472177438,0.001530280722516652,0.0009730035651269308,0.011969854254709532,0.003306020049869345,0.006132179209568912,0.006009787738831485,0.009748076005943922,0.0016590762433943023,0.000543461234282511,0.009144124655030058,0.005958678366737294,0.0023135423857397735,0.02017886985964253,0.008140626039509113,-0.027836116787227534,0.004795799769145943,0.01197136702211368,0.0017652255245691492,1.6004756130816676e-05,2.341759089706086e-06,9.467359377497174e-07,0.00014327741087898787,1.0929768570138106e-05,3.760362185826921e-05,3.611754866580925e-05,9.50249858176596e-05,2.7525339813953503e-06,2.9535011316787033e-07,8.361501570672858e-05,3.550584787822303e-05,5.352478370614483e-06,0.00040718678881238973,6.626979231513383e-05,0.0007748493977921705,2.299969542574028e-05,0.00014331362837815097,3.116021152590428e-06,0
2015-04-27,0.008305738538580064,0.005795210795692705,0.014581271672185665,0.01486382741206111,0.01889703928608163,0.01072020532543979,0.005335530961618379,0.014766056876428017,0.01577450725383267,0.004144613641913303,0.011122223623213235,-0.00741576242379248,0.0006591821036182687,0.0016757941498440135,0.008166134471025314,0.13546773378567836,-0.02079833853384042,0.04107527506013513,-0.033462113320566304,6.89852926712541e-05,3.358446816651327e-05,0.00021261348357808413,0.00022093336533553928,0.0003570980937797126,0.00011492280221958763,2.846789064238835e-05,0.00021803643567790712,0.00024883507910121954,1.7177822240733852e-05,0.00012370385832476255,5.4993532326132515e-05,4.34521045730606e-07,2.80828603265142e-06,6.668575219886789e-05,0.018351506897027425,0.00043257088576823124,0.0016871782212657589,0.001119713027878421,0
2015-04-28,-0.01907749082471819,-0.0103930962091349,-0.01829726337638634,0.0067527991212147,-0.0027959532836944537,-0.014996818803423078,-0.009605108830867324,-0.023775554017419775,-0.00016475821768885298,-0.010988129927578263,-0.005662770365990276,-0.010636403479111115,-0.014633459409940118,-0.021386179751154845,-0.010519338262650247,0.012995309709591101,-0.0071517481188434805,-0.0014264089739472621,0.0,0.00036395065616720665,0.00010801644881233422,0.00033478984706484887,4.560029597147802e-05,7.817354764601798e-06,0.000224904574222704,9.225811565280544e-05,0.0005652769688352456,2.7145270296007468e-08,0.0001207389993053411,3.206696821793765e-05,0.00011313307897044702,0.000214138134302365,0.0004573686843487055,0.00011065647748405751,0.00016887807444819275,5.114750115538126e-05,2.0346425609572813e-06,0.0,0
2015-04-29,-0.03260775943022713,-0.01205582968169604,-0.02624120365252146,0.0020082568391880757,-0.019907907784778568,-0.025028553874583817,-0.01685432543636591,-0.026143781727163237,-0.010811555746466266,-0.026333579517318313,-0.022992769353532342,-0.020883152589359202,-0.0069093986623226375,-0.021146135190424336,-0.03331467627811675,-0.012534258084599967,-0.005459328348649217,-0.020751128827044326,0.0027317897783405965,0.0010632659750595664,0.00014534302931406326,0.0006886007691331057,4.033095532145681e-06,0.0003963247923672471,0.0006264285090529446,0.0002840682859149309,0.0006834973229975544,0.00011688973765894774,0.0006934574101949266,0.0005286674425447361,0.00043610606207045995,4.773978987490585e-05,0.00044715903349170245,0.0011098676555157151,0.00015710762573135963,2.980426601836499e-05,0.00043060934759659,7.4626753930461655e-06,1
2015-04-30,0.0018927698543330413,0.002063723011509709,0.0014079091111149444,-0.0023967911953691515,0.0005359362979109953,-0.0028860639614787776,-0.0030722429686352477,-0.004987419275106798,-0.002756047969859859,-0.007929438736958474,-6.959426546075169e-05,0.011396085161126194,-0.002252984942240195,0.002285311641045871,-0.006121309019573909,0.02740350435335208,0.007614866094345184,0.01296283826510888,0.0017345341756888585,3.582577721471922e-06,4.258952668234702e-06,1.982208065160473e-06,5.744608034199086e-06,2.8722771541854315e-07,8.329365189746576e-06,9.43867685832872e-06,2.4874351025706823e-05,7.59580041216865e-06,6.28759986831776e-05,4.843361785021575e-09,0.00012987075699964063,5.0759411499610555e-06,5.222649296699771e-06,3.7470424113116885e-05,0.0007509520508441863,5.7986185634807876e-05,0.000168035175887371,3.0086088066326276e-06,0
2015-05-05,-0.011122901639546504,-0.004759441625399341,-0.014454533660702278,0.041504549025343083,-0.023947172449857803,-0.010799107483632874,-0.005827157885868203,-0.020202205900892046,-0.002659989064870281,-0.020340579041597164,-0.0009283866468535671,0.015177299197915694,-0.008609162955290219,-0.005806588772036001,0.009270375230863537,-0.033540298023195955,-0.003238374884527964,-0.0010548421502560765,0.0067852630018168155,0.00012371894088302629,2.2652284585583925e-05,0.0002089335433483752,0.0017226275897971074,0.0005734670683432286,0.00011662072244305554,3.395576902683598e-05,0.00040812912326203737,7.075541825229473e-06,0.0004137391557474618,8.6190176605601e-07,0.0002303504109430524,7.41176867907414e-05,3.371647316753455e-05,8.593985692100818e-05,0.0011249515914848024,1.0487071892741504e-05,1.1126919619568632e-06,4.603979400382414e-05,0
2015-05-06,0.001981671734319346,0.0008888042993768422,0.0015106987241802288,-0.006301677609866901,0.004308958514531208,-0.00928438327477463,-0.015124246466645563,-0.007114020536357041,0.006593181545235344,-0.0031157873089969015,-0.004915444633702196,-0.00406358871592228,-0.005188972190826948,-0.010775977651472946,-0.0099138604615925,0.03125448944394955,-0.010826160444438578,0.011528072183097883,-0.007817361349189077,3.927022862600246e-06,7.899730825907594e-07,2.282210635239771e-06,3.971114069869782e-05,1.8567123479950996e-05,8.619977279291489e-05,0.00022874283118384082,5.0609288191709716e-05,4.347004288843192e-05,9.708130554906152e-06,2.4161595946991718e-05,1.6512753252170884e-05,2.6925432397175418e-05,0.00011612169434504439,9.828462925192706e-05,0.0009768431104019537,0.0001172057499687265,0.0001328964482587152,6.111113846379527e-05,0
2015-05-07,0.005081274235848225,-0.006771033684216465,-0.0028887897131944563,-0.005134195920655288,0.001494815418046165,0.0013167109214271661,-0.001730615599760128,0.0021943246441270135,-0.0007647880859777861,-0.0010426163364016896,0.01699423344720743,-0.007763160724822685,0.00643302403763886,0.0061734109224015074,0.007747172308270464,0.029831328664310625,0.003856050218980743,-0.005216525216070615,-0.010588700614881577,2.581934785989496e-05,4.584689715279399e-05,8.34510600705811e-06,2.6359967751673404e-05,2.234473134028531e-06,1.7337276506055768e-06,2.9950303541331077e-06,4.815060643823144e-06,5.849008164535655e-07,1.0870488249316812e-06,0.00028880397045818367,6.026666443942948e-05,4.138379826883938e-05,3.811100241682623e-05,6.001867877403271e-05,0.0008899081698781207,1.4869123291301437e-05,2.7212135329900575e-05,0.0001121205807115935,0
2015-05-12,0.005632788474746879,0.006779686985378769,0.0014946889032499138,0.008878852465043273,0.01264742738254553,0.021059936182672347,0.019134965946646376,0.007811191782733598,0.007912764423411635,0.023513243152819125,0.006744989712941486,0.0169933142985339,0.0036984890597621363,0.007801402455791767,-0.0012486734468779132,-0.01667805170976646,0.0011171503795859817,-0.008948648084700408,0.005453688503202654,3.1728306001241265e-05,4.596415561971426e-05,2.23409491749843e-06,7.8834021096005e-05,0.00015995741939676245,0.0004435209120182319,0.0003661469217793164,6.101471706664488e-05,6.261184082040886e-05,0.0005528726035635955,4.549488622768647e-05,0.00028877273084875675,1.3678821325180212e-05,6.0861880277233815e-05,1.5591853769379686e-06,0.00027815740883364393,1.248024970609103e-06,8.007830254381228e-05,2.9742718289964804e-05,0
2015-05-13,-0.010598652393753715,0.002280417283058481,-0.0025743459350517283,0.011169043816384078,0.00017662227606047751,-0.004673767809233939,0.0006277755510765224,0.013599993609637892,-0.0009404062539512236,-0.003452292924416691,0.010029181294245957,0.01053892680710424,0.01236503982176304,-0.0035641744780897534,0.002328503864183816,0.003984790637688701,-0.0012041665613037394,-0.006017412326247258,0.01491765414582175,0.00011233143256362136,5.2003029848718246e-06,6.627256993317357e-06,0.00012474753977230742,3.1195428400783525e-08,2.1844105534631415e-05,3.9410214252943144e-07,0.00018495982618219148,8.843639224705733e-07,1.1918326435977546e-05,0.00010058447743285302,0.00011106897824550037,0.00015289420979378577,1.2703339710266365e-05,5.421930245518964e-06,1.5878556426211523e-05,1.4500171073620723e-06,3.6209251104072436e-05,0.00022253640521435283,0
2015-05-18,0.021165503032601705,0.0027646674936083644,0.010116216235448948,-0.006247471286140518,0.0017997675747765997,0.0070840966173178746,0.015990730495411342,0.00034519106051367226,-0.006583947082971322,0.007590226113209047,-0.00831399962236313,-0.00926837547108773,0.014260011198202372,0.0076753052216834185,0.008827808407934996,-0.007742598562963362,-0.01569236400220105,-0.006392191145100613,-0.0019652806849537567,0.000447978518623072,7.643386350214756e-06,0.00010233783092236087,3.903089747115026e-05,3.239163323217243e-06,5.018442488349455e-05,0.00025570346177687827,1.1915686825855375e-07,4.3348359191366584e-05,5.761153244964051e-05,6.912258972065427e-05,8.59027838730607e-05,0.00020334791937285705,5.891031024600075e-05,7.793020128720782e-05,5.994783250720232e-05,0.0002462502879775753,4.086010763550269e-05,3.8623281706523075e-06,0
2015-05-19,0.022096967714149547,0.003756815697843882,0.02073006952944033,-0.016755585218528716,0.013369897134732345,0.01825528544233111,0.010714907752222138,0.00656670551850085,-9.510713429572475e-05,0.015052536257566617,0.001897688307065267,-0.0034087184184963615,0.01496719650071657,0.017703575816176417,0.017509884969158743,0.02873072885665454,0.0013522284947999645,0.0036981089583567064,0.0007783855039765918,0.00048827598216016747,1.4113664187566212e-05,0.0004297357826954304,0.000280749636015378,0.00017875414939332417,0.00033325544658098613,0.00011480924813863006,4.312162136670951e-05,9.045366993945023e-09,0.00022657884778535763,3.601220910772239e-06,1.1619361256596337e-05,0.0002240169710910623,0.0003134165966791065,0.00030659607163317125,0.0008254547806346019,1.8285219021489776e-06,1.3676009867878124e-05,6.058839928008929e-07,0
2015-05-20,-0.0004100954415371968,0.001736850510467009,0.003121771017098836,-0.024532593245889408,0.006622827803080952,0.005434144510821651,0.002608577549069423,0.002580457230879504,-0.0009039691997336262,0.002778309634866278,0.003716746237041945,-0.00027184070302295807,-0.001458541658592258,0.0023281714045673275,0.005675963665693276,-0.007858664198339112,0.0017233078197483802,-0.004596888023759892,0.0314031084853051,1.681782711695884e-07,3.01664969570951e-06,9.745454283198301e-06,0.0006018481313682586,4.386184810926207e-05,2.9529926564493078e-05,6.804676829509039e-06,6.6587595203983175e-06,8.171603140670526e-07,7.719004427190792e-06,1.3814202590565458e-05,7.389736782001609e-08,2.127343769849055e-06,5.420382089045002e-06,3.2216563534270244e-05,6.175860298225691e-05,2.9697898416059155e-06,2.1131379502987126e-05,0.0009861552225398412,0
2015-05-21,0.001359588554419143,0.0008858312521646147,0.002607005367587149,0.014908135916500432,0.0018386245711350736,0.0002988196645573886,0.004864809369566144,0.0028722421695086564,0.0014903191485875814,0.0026589778740459652,-0.0047162768437998635,0.0030370148641105325,0.00563493740082984,0.0009033745202992786,-0.004390754961709316,0.007661964813374058,-0.003871419531793573,-0.0020595799326829185,-0.024465437825038773,1.8484810373075351e-06,7.846970073115292e-07,6.796476986628206e-06,0.0002222525165048502,3.380540313581633e-06,8.929319192619024e-08,2.366637020221854e-05,8.249775080303792e-06,2.2210511646468135e-06,7.070163334666001e-06,2.2243267267362803e-05,9.223459284828315e-06,3.1752519511270954e-05,8.160855239259517e-07,1.9278729133774974e-05,5.8705704801382154e-05,1.4987889191152767e-05,4.241869499110175e-06,0.0005985576479708379,0
2015-05-26,-0.020389199668996577,-0.009236260428375958,-0.012347863294890855,-0.02152903481650499,-0.031102933239931643,-0.011418393289714373,-0.009944265962079432,-0.0022556308867429987,-0.03057154145457623,-0.012668690729037277,-0.01647254679140801,-0.016190260571223393,-0.014596742152978405,0.005473810772689717,-9.892633028095026e-05,-0.03324106624236268,-0.01660552229336799,-0.0030534884884881987,0.033944930565893414,0.0004157194631422101,8.530850670078363e-05,0.00015246972794931286,0.0004634993401302841,0.0009673924561276447,0.0001303797053185942,9.888842552457159e-05,5.087870697229006e-06,0.000934619146908873,0.00016049572478799503,0.0002713447977951263,0.0002621245373641108,0.00021306488148053665,2.9962604375213994e-05,9.786418822855657e-09,0.0011049684849291437,0.0002757433706355413,9.323791949329944e-06,0.001152258311123325,1
2015-05-27,0.0124807892541772,0.012063952604974042,0.019285484726460904,-0.012712638749891285,0.01683217664557473,0.01434211028036584,0.013237166820928712,0.015497332171446124,0.004859925443712404,0.01240550379966715,0.0068465292328731345,0.005734118169938711,-0.002333087660823738,0.009650074133917289,0.016216973713830376,0.042444366041467126,0.02386738349520708,0.01636066094363713,0.0016104644366892258,0.00015577010040718504,0.00014553895245505999,0.0003719299211345568,0.00016161118398523745,0.0002833221706278314,0.0002056961272941755,0.00017522258544509594,0.00024016730443213904,2.3618875318443206e-05,0.0001538965245235561,4.687496253658639e-05,3.2880111186821276e-05,5.443298033087981e-06,9.31239307900995e-05,0.0002629902364350654,0.0018015242086620478,0.0005696519949072833,0.00026767122651265334,2.5935957018407454e-06,0
2015-05-28,-0.007980015650869551,0.0010785655698583685,-0.008662542686947137,-0.021307993102209905,-0.004234267018289156,-0.0025453402224532595,-0.00021180927239681434,0.0017891777559356872,-0.007992877969087075,-0.0019881013267207173,-0.014717876332800695,-0.003189193745924454,-0.005797014281039369,-0.006969647691823285,-0.0011483266876401437,-0.015003619886513563,0.0021730336530503174,-0.0016439431888037282,-0.013712648925281372,6.368064978812298e-05,1.1633036884839071e-06,7.503964580318132e-05,0.0004540305700438249,1.7929017182171336e-05,6.478756848038409e-06,4.4863167873267893e-08,3.2011570423350614e-06,6.388609822871752e-05,3.952546885308676e-06,0.00021661588374761483,1.017095674904365e-05,3.3605374574574396e-05,4.8575988948137643e-05,1.318654181546584e-06,0.00022510860969898527,4.722075257289207e-06,2.7025492080141706e-06,0.00018803674054802035,0
2015-06-02,-0.03032175188318765,-0.01612870066289951,-0.0263012964975878,-0.017736882674507133,-0.009834900189050918,-0.03184119146758369,-0.02044984949967406,-0.017188863809042672,-0.013369602097938289,-0.01720536691304015,0.0008380181362669779,0.008907640601081178,0.00947773138227785,-0.010683710980532465,-0.030617388510525086,-0.04794564552944629,-0.015961851869231117,-0.0026472001058574987,-0.0038670887587924996,0.0009194086372655937,0.00026013498507341506,0.0006917581974540243,0.0003145970070092313,9.672526172859377e-05,0.0010138614740753246,0.00041819634455931946,0.00029545703904581693,0.0001787462602571959,0.0002960246506123367,7.022743967123792e-07,7.934606107802984e-05,8.98273921546144e-05,0.00011414168031554996,0.0009374244792044336,0.0022987849252353127,0.0002547807150952769,7.007668400451953e-06,1.4954375468379315e-05,1
2015-06-03,0.00798477279131155,0.00319770164968594,0.00591915166594029,-0.027251742402218032,-0.00033719331256968103,0.002545575360476127,0.005332294175982626,0.0018534669395770173,-0.008254070698569527,0.008681333911432419,0.013007461460902345,0.00779929351941634,0.007016085662551424,0.0014128244095479984,0.0024345208784941797,0.045092350417781424,-0.011858350304875887,0.00014963269667604085,-0.01007656210739522,6.375659652886925e-05,1.022529584040418e-05,3.503635644440371e-05,0.0007426574639568483,1.1369933004171461e-07,6.479953915863163e-06,2.8433361179218227e-05,3.4353396961049948e-06,6.812968309698405e-05,7.53655584817865e-05,0.00016919405365685978,6.0828979402009723e-05,4.922545802425966e-05,1.9960728122146503e-06,5.926891907824072e-06,0.0020333200661999925,0.00014062047195315003,2.2389943914544046e-08,0.0001015371039041932,0
2015-06-08,-0.03155318524566581,-0.023351011867341218,-0.03569182602296727,-0.025716329129594602,-0.03158266362898068,-0.02619402618606013,-0.02105704218091312,-0.03226265964789704,-0.014619113915378634,-0.027200685640762775,-0.043567544312381856,-0.005453111787280039,0.0014418429951510256,-0.0247517790267168,-0.016868144833106738,-0.09506019121123255,-0.01824247781322591,-0.024741441754838743,0.009277361265655473,0.0009956034991473026,0.0005452697552287103,0.0012739064448537636,0.0006613295839016358,0.000997464641901339,0.0006861270078360039,0.00044339902540875434,0.001040879207556044,0.0002137184916708172,0.0007398772993275982,0.0018981309174113566,2.97364281645725e-05,2.0789112226660804e-06,0.0006126505649874177,0.0002845343101106655,0.009036439953116093,0.0003327879967660396,0.000612138940108078,8.606943205348452e-05,1
2015-06-09,-0.005767204822622952,-0.005351523126252818,-0.0015327757361295541,0.021760368353354317,0.001903420324485819,-0.0009054252432034495,-0.00889882157718748,-0.001088937323764025,-0.00665261322773302,-0.0033214582436322092,0.0007274500798434462,-0.011769162297211304,-0.009308851724150203,-0.007199425051613955,-0.003882981805824562,0.005831174051147886,-0.00454218210992141,0.008814352470537187,-0.004246460992165173,3.326065146608544e-05,2.863879977081873e-05,2.3494014572674964e-06,0.0004735136308736641,3.6230089316657003e-06,8.197948710300257e-07,7.918902546261746e-05,1.185784495086357e-06,4.425726275780835e-05,1.1032084864192361e-05,5.291836186642363e-07,0.00013851318117810005,8.665472042221421e-05,5.18317210738066e-05,1.5077547704364575e-05,3.400259081478045e-05,2.0631418319690112e-05,7.7692809474865e-05,1.8032430957980422e-05,0
2015-06-10,0.02372265514118915,0.011258894836920273,0.01731037089171729,0.016221032561639957,0.01446775040406121,0.014119358129020654,0.013546691911359602,0.014095573910366236,0.019411425187504217,0.014815411688050555,0.017274418948750092,0.0005325133898350907,-0.003280458179040321,0.02258331068138881,0.015666544368158702,-0.012838604293363653,0.018624108257944638,-0.0032422188286689835,0.008753578288342185,0.000562764366947788,0.00012676271294882998,0.00029964894040881323,0.00026312189736578374,0.0002093158017542133,0.00019935627397554162,0.00018351286174129566,0.00019868520386259728,0.0003768034278100731,0.00021949642348642498,0.00029840555001693625,2.835705103536593e-07,1.076140586443254e-05,0.0005100059213321298,0.0002454406124394852,0.00016482976020157562,0.0003468574084036417,1.0511982932975676e-05,7.66251328501357e-05,0
