Date,Returns_France 10Y,Returns_U.S. 10Y,Returns_Japan 10Y,Returns_Germany 10Y,Returns_U.K. 10Y,Returns_India 10Y,Returns_South Korea 10Y,Returns_Russia 10Y,Returns_Spain 10Y,Returns_Mexico 10Y,Returns_Indonesia 10Y,Returns_Netherlands 10Y,Returns_Switzerland 10Y,Returns_Taiwan 10Y,Returns_Poland 10Y,Returns_Belgium 10Y,Returns_Thailand 10Y,Returns_Austria 10Y,Returns_Norway 10Y,Returns_Hong Kong 10Y,Returns_Israel 10Y,Returns_Philippines 10Y,Returns_Malaysia 10Y,Returns_Ireland 10Y,Returns_Greece 10Y,Returns_Czech Republic 10Y,Returns_Hungary 10Y,Volatility_France 10Y,Volatility_U.S. 10Y,Volatility_Japan 10Y,Volatility_Germany 10Y,Volatility_U.K. 10Y,Volatility_India 10Y,Volatility_South Korea 10Y,Volatility_Russia 10Y,Volatility_Spain 10Y,Volatility_Mexico 10Y,Volatility_Indonesia 10Y,Volatility_Netherlands 10Y,Volatility_Switzerland 10Y,Volatility_Taiwan 10Y,Volatility_Poland 10Y,Volatility_Belgium 10Y,Volatility_Thailand 10Y,Volatility_Austria 10Y,Volatility_Norway 10Y,Volatility_Hong Kong 10Y,Volatility_Israel 10Y,Volatility_Philippines 10Y,Volatility_Malaysia 10Y,Volatility_Ireland 10Y,Volatility_Greece 10Y,Volatility_Czech Republic 10Y,Volatility_Hungary 10Y,Classification_1D_Global
2006-08-10,0.009449693610295299,-0.00040485830512517336,0.020138465425359423,0.009973231878753342,0.002782238284841019,-0.004072320059901401,0.0020140993717011856,-0.0016441226332677068,0.0007648183929220497,0.006064299967511225,0.00462487977498914,0.0007605527049335294,-0.0033538320984315517,0.0009689923238812569,-0.002332467191848884,0.008374620700170556,-0.0018264845260344098,0.0007572889419087576,-0.010638398205055867,-0.008474626990972232,0.010844413014128876,0.00031882672037960967,0.01095254157010407,0.0002548095312551709,0.0007084662003734174,-0.0015531973093997709,-0.0013342230131366103,8.92967093284558e-05,1.6391024722882797e-07,0.0004055577896883969,9.946535410738191e-05,7.740849873635096e-06,1.6583790670275346e-05,4.0565962790871106e-06,2.703139233223138e-06,5.849471741518668e-07,3.677573409595665e-05,2.1389512933103596e-05,5.784404169817081e-07,1.1248189744469785e-05,9.389461237407986e-07,5.440403201051419e-06,7.013427187172518e-05,3.3360457238431424e-06,5.734865415372857e-07,0.00011317551636933588,7.181930263611507e-05,0.00011760129362100773,1.016504776280178e-07,0.00011995816684485772,6.492789721847993e-08,5.019243570715472e-07,2.4124218819266875e-06,1.7801510487833354e-06,0
2006-08-16,0.012127485675137151,-0.015096165920519326,-0.03198566915134988,0.011636862913157674,0.011686099207712955,0.0007416563998796885,-0.00403226352793834,-0.0008979348104074423,0.0012733988732059496,-0.02448102675374238,0.014084739881739023,0.0010131713126068026,-0.015043533041284685,0.00048414428445068636,0.016567583013720865,0.010808198716603311,0.010909199100353751,-0.0005047955685184532,-0.008170933752440436,-0.0004480286813294443,-0.004633212921488143,-0.018878604225447473,-0.0012823254588971399,0.001527495205351649,-0.00023609963514213813,0.013381568695831368,0.021136850309316394,0.0001470759088006568,0.0002278942254998491,0.0010230830310596153,0.0001354165784596245,0.00013656491469250933,5.500542154825004e-07,1.625914915874175e-05,8.062869237414493e-07,1.6215446902821822e-06,0.0005993206709174502,0.00019837989753624977,1.0265161086893915e-06,0.00022630788636422404,2.343956881662671e-07,0.00027448480691653215,0.00011681715949758546,0.0001190106250111591,2.5481856599586837e-07,6.676415838677035e-05,2.0072969929380075e-07,2.1466661975844692e-05,0.0003564016975010832,1.6443585825357604e-06,2.333241602372276e-06,5.5743037714250746e-08,0.000179066380761254,0.00044676644099844856,0
2006-08-22,-0.029046628050956758,-0.01116175292065177,-0.018038204307946476,-0.030127374310790208,-0.0359139768889302,-0.008188631364125174,-0.010152371464017962,-0.004351421075736138,-0.03128082364720378,0.002475248788542752,-0.010842969426293383,-0.030850775720475933,-0.04376303359288763,-0.012664562841321659,-0.0010606329436930182,-0.030459207484708574,-0.00908271457431925,-0.028423370340086643,-0.036523930800871685,-0.031871579961638044,-0.004654779544982516,-0.008045270618131624,-0.05133831813758632,-0.029691092853683203,-0.025348081200064716,-0.040161851181297364,0.005215135679108119,0.000843706601130628,0.00012458472826167832,0.0003253768146552188,0.0009076586828624618,0.0012898137359786126,6.705368361753451e-05,0.0001030706463434062,1.893486537836065e-05,0.0009784899280474635,6.126856565182362e-06,0.00011756998597953307,0.0009517703625551074,0.0019152031092522109,0.00016039115196178532,1.1249422412469171e-06,0.0009277633205965268,8.249570403855132e-05,0.000807887981489717,0.0013339975211468633,0.0010157976092510877,2.166697261238764e-05,6.4726379318972e-05,0.0026356229091960242,0.0008815609948460378,0.0006425252205250743,0.0016129742903086765,2.7197640151506498e-05,0
2006-08-24,-0.010917706572986663,-0.0012479202950609193,0.0,-0.013044797554418492,-0.003289837378832204,-0.012283934859177802,-0.0020429016298004047,0.0033028103886827273,-0.0007881256154696076,0.011063419544255354,0.0008513537037290901,-0.0007835967489894495,0.0031620579706478796,-0.009852296443011594,0.00950544034319143,-0.006723583643007401,-0.011009285508369368,-0.002861232281032235,0.0017004741131479168,0.0013869627743485844,0.0015540018667343205,0.0018539729395703926,-0.012687075476539222,-0.0015735644474304407,-0.002424831450009428,-0.002131061008954174,0.01292007636510429,0.00011919631681383618,1.5573050628249318e-06,0.0,0.00017016674323576267,1.0823029979161548e-05,0.00015089505562452355,4.17344706904115e-06,1.0908556463590548e-05,6.211419857593477e-07,0.00012239925201221134,7.248031288532393e-07,6.140238650268342e-07,9.998610609737787e-06,9.706774520097891e-05,9.035339611797122e-05,4.520657700451667e-05,0.00012120436740479177,8.186650166020925e-06,2.891612209486194e-06,1.9236657374287224e-06,2.4149218018137528e-06,3.4372156606592825e-06,0.00016096188414740293,2.476105070217068e-06,5.879807560954824e-06,4.541421023884782e-06,0.00016692837328012648,0
2006-08-29,-0.00392824912633798,-0.00417101751733819,-0.0509159742269213,-0.002629504539024735,0.00043927081751832437,0.0021417331021451914,0.008146684567818108,-0.001950341927960252,-0.00131492458130914,-0.0049019706002066685,0.003991682229079536,-0.0007842112544103435,0.0035454045410353526,0.0009896091851662818,-0.0007010165025952971,-0.008076115277898893,-0.007407441277861805,0.005196166536820957,0.016131323675571217,0.0032287850928413237,0.013878403172077445,0.0017417814113944343,-0.008471716380195138,-0.0010504202646518758,0.004602163869407715,0.0026631174194836284,-0.0012845216923566276,1.54311411985751e-05,1.7397387129942035e-05,0.002592436431476514,6.914294120751684e-06,1.9295885112321703e-07,4.587020680824465e-06,6.636846944752572e-05,3.803833635959713e-06,1.7290266545310172e-06,2.4029315765290525e-05,1.593352701794937e-05,6.149872915438446e-07,1.25698933595941e-05,9.793263393654723e-07,4.914241369109423e-07,6.522363798191191e-05,5.4870186284970923e-05,2.7000146678377898e-05,0.00026021960352604447,1.0425053175754355e-05,0.00019261007460672928,3.0338024850791875e-06,7.176997842646662e-05,1.1033827323913167e-06,2.1179912280881793e-05,7.09219438995714e-06,1.6499959781347347e-06,0
2006-08-30,-0.001312853017765357,-0.006710027273045225,-0.024678103119314,0.002104156483863536,0.003944778291016325,-0.001637383072541262,0.006066752682237362,-0.004364518930714168,-0.000263192526851578,0.002453988961566566,0.0,-0.0007848267243918348,-0.010276770286803913,-0.0024758616262049457,-0.0008769622591322935,0.0015682177808818182,0.0,-0.00728221683696983,-0.002391201521968102,-0.012744929784183897,-0.006144412572341097,-0.001959717556966763,0.0013786766889647784,-0.0007885399278351606,-0.007276287257039554,0.0007975542094971338,-0.00386349482504459,1.7235830462556047e-06,4.502446600501074e-05,0.0006090087735674954,4.427474508584958e-06,1.556127576527368e-05,2.6810233262446633e-06,3.680548810743423e-05,1.904902549656234e-05,6.927030619051862e-08,6.022061823490552e-06,0.0,6.15952987319617e-07,0.00010561200752773579,6.129890792114199e-06,7.69062803942416e-07,2.4593070082738944e-06,0.0,5.303068206064687e-05,5.717844718662567e-06,0.00016243323520377778,3.775380585914334e-05,3.840492903083777e-06,1.9007494126948842e-06,6.217952177902803e-07,5.29443562469562e-05,6.360927170865981e-07,1.4926592263146325e-05,0
2006-09-05,-0.002367487624292416,0.006710027273045244,0.013589573980645338,-0.015356404497781919,-0.010775255436858238,-0.022822435071128508,-0.014213437250055501,-0.0040807129853368184,-0.0007899934578071576,-0.004914014802429152,-0.03107631178180386,-0.002095887589336263,-0.015615932946227987,-0.013476620235673607,-0.015740001318257427,-0.014733231512984116,-0.03981568565335524,-0.0020904110042362254,-0.0016772497043281227,-0.02264247674975989,-0.0015420203518152259,-0.04115807249350756,-0.007143710527504426,-0.0018423481984412356,-0.0014616324161227994,0.005300834039591912,0.002577321014300319,5.604997651177748e-06,4.502446600501099e-05,0.0001846765209754328,0.00023581915909949675,0.00011610612972954302,0.0005208635425758765,0.0002020217984612653,1.665221846869653e-05,6.240896633781093e-07,2.414754147849282e-05,0.0009657371539598815,4.392744787133771e-06,0.00024385736178108872,0.00018161929297656735,0.00024774764149874555,0.00021706811081518825,0.0015852888240467985,4.3698181666319045e-06,2.8131665706687754e-06,0.0005126817533634173,2.377826765412353e-06,0.0016939869313808236,5.103260010077756e-05,3.3942468842996666e-06,2.1363693198609723e-06,2.809884151529631e-05,6.642583610754026e-06,0
2006-09-06,0.008131192341042533,0.0029215379711910183,0.005851391768464087,0.012988916873489527,0.0057319380921611665,0.0019326167195464672,0.01421343725005545,-0.0003029385058004773,0.007610586530817801,0.003687773079184836,0.003926877946365417,0.0075767834709381835,0.010437670030901278,0.012484556662245277,0.003913899321136315,0.013165013732102217,0.0057859370670439265,0.009631728762463779,0.011445046245872878,0.006420186123460568,0.006153865574378066,-0.021116231008619177,-0.004403761897267737,0.008133325695883735,0.005833754998871141,0.009733076967591582,-0.0012878301844286139,6.611628888702875e-05,8.535384117110932e-06,3.423878562804927e-05,0.00016871196154642095,3.2855114292368196e-05,3.735007384670548e-06,0.0002020217984612638,9.177173829662581e-08,5.7921027343065336e-05,1.3599670283560406e-05,1.5420370405651075e-05,5.740764776548207e-05,0.00010894495567397468,0.00015586415505281293,1.5318607895991304e-05,0.00017331758656643996,3.347706774379287e-05,9.277019895367204e-05,0.00013098908357016885,4.121878985987563e-05,3.787006150751548e-05,0.0004458952120093701,1.9393118847827134e-05,6.615098687532264e-05,3.403269738685403e-05,9.473278725706175e-05,1.6585065839254376e-06,0
2006-09-07,-0.0034018088542875097,-0.0012510426986142597,-0.002921416042134187,0.003942704542290388,0.004824570761740132,0.0014148822220165246,-0.014213437250055501,0.003931060399456062,-0.005242475964849983,0.008552281815317158,0.0042584690435342725,-0.005219218528283639,-0.01003420018479859,0.007909087199601315,-0.0024888901736891994,0.008594922034023327,0.0,-0.005715785891231256,0.002840911001603871,0.004729259228298279,0.0,-0.008970759757388654,-0.004189950263854065,-0.0031405417071449387,-0.004615579674638535,0.007303110184976349,0.0038585256875294997,1.15723034811089e-05,1.5651078337560495e-06,8.534671691238977e-06,1.5544919107797258e-05,2.327648303503776e-05,2.001891702178418e-06,0.0002020217984612653,1.5453235864171655e-05,2.7483554242029758e-05,7.314152424860454e-05,1.81345585947397e-05,2.7240242045979237e-05,0.00010068517334861205,6.255366033089737e-05,6.194574296686653e-06,7.387268477093969e-05,0.0,3.267020835439828e-05,8.070775319033908e-06,2.2365892848444433e-05,0.0,8.047453062478374e-05,1.7555683213570747e-05,9.863002214316846e-06,2.1303575732936365e-05,5.3335418373905287e-05,1.4888220481324999e-05,0
2006-09-11,-0.0015739772399533222,0.0025005222447615264,-0.019498402073562664,-0.005260401399180277,-0.007025275875278791,-0.009427331394444016,0.002042901629800331,0.0010557274187709667,0.0013131978249603929,0.004854378464798143,-0.008097915295854732,0.0007846214604179258,0.00040330712383724736,-0.025936615977818933,-0.008042220094652556,-0.009379954129815333,0.006134988567515929,-0.000521240564316475,-0.011173300598125413,-0.004966310313917188,0.0,0.008854770660233874,-0.000700035030337759,-0.0015739772399533222,-0.00024351637767980195,0.009826818151788246,-0.006439172281021089,2.4774043518910782e-06,6.2526114965472225e-06,0.0003801876834223128,2.7671822880497815e-05,4.9354501123774186e-05,8.887457722066976e-05,4.173447069040848e-06,1.114560382744808e-06,1.7244885274807066e-06,2.3564990279495975e-05,6.557623213883803e-05,6.156308361483587e-07,1.6265663613787277e-07,0.0006727080483808523,6.467730405083337e-05,8.798353947743972e-05,3.7638084723551154e-05,2.7169172588895735e-07,0.00012484264625606972,2.4664238134120238e-05,0.0,7.840696344533864e-05,4.900490436999872e-07,2.4774043518910782e-06,5.930022619829194e-08,9.656635498831496e-05,4.146293966467034e-05,0
2006-09-12,0.0036687672178086347,-0.006263068489562073,0.0200833684546771,0.002633659673462209,0.0074627212015898154,0.008269849431249027,0.002038736689848309,0.0024089141429020455,0.0005247966533460965,-0.00363857284390818,0.009397911145617381,0.002089319119918825,-0.004040409537004863,-0.006590644895453904,-0.007564877574858443,0.0028754431000281664,0.007236748398373163,0.005200219727107498,0.0028646474591083174,0.004494389587839267,0.0015325673497782106,-0.005350094175784508,0.004425301270960234,0.0026219207469120546,-0.00024357569235018074,-0.00025736713563771557,0.0025806465934914914,1.345985289846731e-05,3.922602690494535e-05,0.0004033416884863192,6.9361632756210704e-06,5.569220773265814e-05,6.839040961552985e-05,4.15644729053364e-06,5.802867347873496e-06,2.75411527363263e-07,1.323921234042606e-05,8.83207339009194e-05,4.365254384858373e-06,1.6324909226719856e-05,4.3436600137972604e-05,5.722737272259616e-05,8.268173021499591e-06,5.237052738135654e-05,2.7042285210197984e-05,8.20620506497574e-06,2.019953776727802e-05,2.3487626816062083e-06,2.8623507689763317e-05,1.958329133876226e-05,6.874468403087866e-06,5.932911790386989e-08,6.623784250636229e-08,6.659736840499239e-06,0
2006-09-13,-0.006297580508787178,-0.002096436826528293,-0.017104516088089824,0.0015768728628813749,0.008708959899765275,-0.004255599948783909,-0.004081638319648619,-0.0037664827954768934,-0.0049967230851937034,-0.007317105817066933,-0.021005498385642845,-0.006543669469299284,-0.008946785989806241,-0.003566882762571008,-0.013469442808446084,0.0036477372390954005,0.0037878833169371563,-0.009379954129815333,-0.007177064300363593,-0.011870984607415806,0.0,-0.00467563680559959,0.0020893797502335902,-0.005777326993713777,-0.004639246508961256,-0.0005149330700804512,-0.0012894908298717507,3.965952026465617e-05,4.39504736762402e-06,0.0002925644706077236,2.4865280256917034e-06,7.584598253571959e-05,1.8110130924089608e-05,1.6659771372424e-05,1.4186392648623433e-05,2.496724159010768e-05,5.354003753815475e-05,0.0004412309624292442,4.281961012343957e-05,8.004497954739324e-05,1.2722652641926185e-05,0.00018142588956999994,1.3305986965483335e-05,1.4348060022730834e-05,8.798353947743972e-05,5.1510251971553546e-05,0.000140920275549503,0.0,2.186157953787754e-05,4.36550774068618e-06,3.337750719229387e-05,2.1522608170909197e-05,2.6515606666247886e-07,1.6627866003233363e-06,0
